#source_node	source_class	dest_node	dest_class	edge_class
13	s	581	h	s-h
13	s	582	h	s-h
13	s	558	h	s-h
13	s	520	h	s-h
13	s	387	h	s-h
13	s	583	h	s-h
13	s	388	h	s-h
13	s	444	h	s-h
13	s	584	h	s-h
13	s	431	h	s-h
13	s	518	h	s-h
13	s	438	h	s-h
13	s	447	h	s-h
49	s	414	h	s-h
49	s	401	h	s-h
47	s	585	h	s-h
43	s	461	h	s-h
43	s	376	h	s-h
43	s	449	h	s-h
43	s	437	h	s-h
43	s	438	h	s-h
65	s	461	h	s-h
65	s	376	h	s-h
65	s	449	h	s-h
65	s	401	h	s-h
65	s	437	h	s-h
65	s	438	h	s-h
36	s	508	h	s-h
36	s	509	h	s-h
36	s	586	h	s-h
36	s	587	h	s-h
0	s	508	h	s-h
0	s	509	h	s-h
0	s	586	h	s-h
0	s	587	h	s-h
61	s	588	h	s-h
61	s	396	h	s-h
80	s	476	h	s-h
80	s	567	h	s-h
80	s	384	h	s-h
80	s	368	h	s-h
80	s	516	h	s-h
80	s	382	h	s-h
80	s	510	h	s-h
80	s	362	h	s-h
80	s	398	h	s-h
80	s	387	h	s-h
80	s	443	h	s-h
80	s	388	h	s-h
80	s	390	h	s-h
80	s	445	h	s-h
80	s	447	h	s-h
40	s	368	h	s-h
40	s	382	h	s-h
40	s	398	h	s-h
40	s	388	h	s-h
40	s	390	h	s-h
40	s	445	h	s-h
40	s	447	h	s-h
14	s	567	h	s-h
14	s	368	h	s-h
14	s	516	h	s-h
14	s	382	h	s-h
14	s	510	h	s-h
14	s	388	h	s-h
14	s	390	h	s-h
30	s	521	h	s-h
30	s	383	h	s-h
30	s	463	h	s-h
30	s	589	h	s-h
30	s	361	h	s-h
30	s	384	h	s-h
30	s	461	h	s-h
30	s	590	h	s-h
30	s	512	h	s-h
30	s	404	h	s-h
30	s	362	h	s-h
30	s	591	h	s-h
30	s	572	h	s-h
30	s	364	h	s-h
30	s	398	h	s-h
30	s	592	h	s-h
30	s	526	h	s-h
30	s	366	h	s-h
30	s	367	h	s-h
81	s	375	h	s-h
81	s	384	h	s-h
81	s	440	h	s-h
81	s	397	h	s-h
81	s	438	h	s-h
81	s	378	h	s-h
81	s	406	h	s-h
4	s	375	h	s-h
4	s	384	h	s-h
4	s	440	h	s-h
4	s	397	h	s-h
4	s	378	h	s-h
4	s	406	h	s-h
0	s	438	h	s-h
0	s	378	h	s-h
0	s	406	h	s-h
5	s	476	h	s-h
5	s	477	h	s-h
5	s	479	h	s-h
5	s	390	h	s-h
5	s	593	h	s-h
5	s	524	h	s-h
7	s	449	h	s-h
7	s	385	h	s-h
7	s	409	h	s-h
7	s	594	h	s-h
6	s	385	h	s-h
6	s	409	h	s-h
6	s	594	h	s-h
359	s	594	h	s-h
54	s	393	h	s-h
54	s	564	h	s-h
54	s	377	h	s-h
55	s	375	h	s-h
55	s	440	h	s-h
55	s	393	h	s-h
55	s	564	h	s-h
55	s	397	h	s-h
55	s	377	h	s-h
23	s	476	h	s-h
23	s	440	h	s-h
23	s	401	h	s-h
23	s	564	h	s-h
23	s	397	h	s-h
14	s	393	h	s-h
14	s	564	h	s-h
14	s	397	h	s-h
83	s	392	h	s-h
83	s	476	h	s-h
83	s	375	h	s-h
83	s	384	h	s-h
83	s	440	h	s-h
83	s	393	h	s-h
83	s	401	h	s-h
83	s	564	h	s-h
83	s	397	h	s-h
83	s	377	h	s-h
66	s	392	h	s-h
66	s	476	h	s-h
66	s	375	h	s-h
66	s	384	h	s-h
66	s	440	h	s-h
66	s	393	h	s-h
66	s	401	h	s-h
66	s	397	h	s-h
66	s	377	h	s-h
84	s	375	h	s-h
84	s	460	h	s-h
84	s	472	h	s-h
84	s	398	h	s-h
84	s	563	h	s-h
84	s	462	h	s-h
84	s	409	h	s-h
84	s	431	h	s-h
44	s	375	h	s-h
44	s	460	h	s-h
44	s	472	h	s-h
44	s	398	h	s-h
44	s	563	h	s-h
44	s	462	h	s-h
44	s	409	h	s-h
44	s	431	h	s-h
85	s	375	h	s-h
85	s	460	h	s-h
85	s	472	h	s-h
85	s	398	h	s-h
85	s	563	h	s-h
85	s	462	h	s-h
85	s	409	h	s-h
85	s	431	h	s-h
0	s	472	h	s-h
0	s	398	h	s-h
0	s	563	h	s-h
0	s	409	h	s-h
0	s	431	h	s-h
5	s	595	h	s-h
5	s	516	h	s-h
5	s	427	h	s-h
5	s	480	h	s-h
5	s	596	h	s-h
5	s	518	h	s-h
23	s	516	h	s-h
23	s	387	h	s-h
23	s	471	h	s-h
35	s	597	h	s-h
35	s	478	h	s-h
35	s	452	h	s-h
35	s	598	h	s-h
35	s	438	h	s-h
86	s	392	h	s-h
86	s	423	h	s-h
86	s	599	h	s-h
359	s	392	h	s-h
359	s	423	h	s-h
359	s	599	h	s-h
66	s	423	h	s-h
66	s	599	h	s-h
15	s	420	h	s-h
24	s	392	h	s-h
24	s	476	h	s-h
24	s	414	h	s-h
24	s	384	h	s-h
24	s	429	h	s-h
24	s	376	h	s-h
24	s	440	h	s-h
24	s	480	h	s-h
24	s	428	h	s-h
24	s	393	h	s-h
24	s	401	h	s-h
24	s	398	h	s-h
24	s	564	h	s-h
24	s	390	h	s-h
24	s	445	h	s-h
24	s	454	h	s-h
24	s	447	h	s-h
36	s	445	h	s-h
87	s	461	h	s-h
87	s	449	h	s-h
87	s	404	h	s-h
87	s	398	h	s-h
87	s	367	h	s-h
50	s	525	h	s-h
50	s	485	h	s-h
50	s	487	h	s-h
50	s	443	h	s-h
359	s	478	h	s-h
359	s	600	h	s-h
0	s	478	h	s-h
0	s	600	h	s-h
0	s	526	h	s-h
67	s	375	h	s-h
67	s	601	h	s-h
67	s	368	h	s-h
67	s	602	h	s-h
67	s	448	h	s-h
67	s	398	h	s-h
67	s	420	h	s-h
67	s	491	h	s-h
16	s	601	h	s-h
16	s	602	h	s-h
16	s	448	h	s-h
16	s	491	h	s-h
88	s	486	h	s-h
88	s	603	h	s-h
88	s	490	h	s-h
88	s	491	h	s-h
88	s	406	h	s-h
10	s	454	h	s-h
54	s	376	h	s-h
54	s	427	h	s-h
55	s	360	h	s-h
55	s	376	h	s-h
55	s	427	h	s-h
55	s	449	h	s-h
47	s	476	h	s-h
47	s	376	h	s-h
47	s	427	h	s-h
81	s	360	h	s-h
81	s	476	h	s-h
81	s	376	h	s-h
81	s	427	h	s-h
81	s	449	h	s-h
67	s	360	h	s-h
67	s	449	h	s-h
89	s	360	h	s-h
89	s	476	h	s-h
89	s	375	h	s-h
89	s	376	h	s-h
89	s	427	h	s-h
89	s	449	h	s-h
89	s	397	h	s-h
6	s	427	h	s-h
16	s	476	h	s-h
16	s	376	h	s-h
16	s	397	h	s-h
4	s	360	h	s-h
4	s	476	h	s-h
4	s	427	h	s-h
90	s	460	h	s-h
90	s	473	h	s-h
90	s	462	h	s-h
90	s	475	h	s-h
53	s	371	h	s-h
53	s	460	h	s-h
53	s	461	h	s-h
53	s	449	h	s-h
53	s	566	h	s-h
53	s	604	h	s-h
53	s	555	h	s-h
53	s	462	h	s-h
40	s	605	h	s-h
40	s	583	h	s-h
90	s	375	h	s-h
90	s	567	h	s-h
90	s	605	h	s-h
90	s	387	h	s-h
90	s	583	h	s-h
90	s	447	h	s-h
91	s	601	h	s-h
91	s	420	h	s-h
91	s	491	h	s-h
359	s	606	h	s-h
359	s	451	h	s-h
359	s	398	h	s-h
14	s	428	h	s-h
14	s	471	h	s-h
5	s	567	h	s-h
5	s	437	h	s-h
5	s	536	h	s-h
47	s	529	h	s-h
47	s	408	h	s-h
16	s	460	h	s-h
16	s	529	h	s-h
16	s	445	h	s-h
16	s	462	h	s-h
0	s	529	h	s-h
7	s	398	h	s-h
10	s	459	h	s-h
10	s	411	h	s-h
10	s	414	h	s-h
10	s	393	h	s-h
48	s	459	h	s-h
48	s	411	h	s-h
48	s	414	h	s-h
48	s	393	h	s-h
48	s	367	h	s-h
16	s	404	h	s-h
30	s	375	h	s-h
30	s	478	h	s-h
30	s	376	h	s-h
30	s	549	h	s-h
30	s	449	h	s-h
30	s	428	h	s-h
36	s	478	h	s-h
36	s	453	h	s-h
36	s	493	h	s-h
36	s	489	h	s-h
93	s	448	h	s-h
93	s	398	h	s-h
93	s	578	h	s-h
93	s	387	h	s-h
93	s	436	h	s-h
93	s	494	h	s-h
14	s	433	h	s-h
14	s	452	h	s-h
35	s	503	h	s-h
35	s	420	h	s-h
26	s	478	h	s-h
26	s	503	h	s-h
26	s	443	h	s-h
26	s	420	h	s-h
67	s	607	h	s-h
39	s	411	h	s-h
39	s	375	h	s-h
39	s	445	h	s-h
39	s	608	h	s-h
14	s	460	h	s-h
14	s	448	h	s-h
14	s	462	h	s-h
14	s	594	h	s-h
14	s	426	h	s-h
1	s	476	h	s-h
1	s	460	h	s-h
1	s	384	h	s-h
1	s	448	h	s-h
1	s	445	h	s-h
1	s	462	h	s-h
1	s	594	h	s-h
35	s	376	h	s-h
35	s	532	h	s-h
8	s	375	h	s-h
8	s	609	h	s-h
8	s	515	h	s-h
8	s	594	h	s-h
8	s	406	h	s-h
39	s	431	h	s-h
94	s	411	h	s-h
94	s	431	h	s-h
94	s	608	h	s-h
49	s	411	h	s-h
49	s	431	h	s-h
49	s	608	h	s-h
13	s	411	h	s-h
13	s	608	h	s-h
95	s	375	h	s-h
95	s	376	h	s-h
95	s	610	h	s-h
95	s	611	h	s-h
95	s	428	h	s-h
95	s	570	h	s-h
95	s	398	h	s-h
95	s	612	h	s-h
95	s	498	h	s-h
95	s	608	h	s-h
95	s	613	h	s-h
95	s	426	h	s-h
6	s	398	h	s-h
6	s	396	h	s-h
49	s	368	h	s-h
49	s	417	h	s-h
5	s	384	h	s-h
5	s	478	h	s-h
5	s	435	h	s-h
5	s	428	h	s-h
5	s	401	h	s-h
5	s	444	h	s-h
29	s	478	h	s-h
96	s	567	h	s-h
96	s	433	h	s-h
96	s	376	h	s-h
96	s	614	h	s-h
96	s	404	h	s-h
96	s	615	h	s-h
96	s	603	h	s-h
96	s	388	h	s-h
96	s	445	h	s-h
97	s	616	h	s-h
97	s	617	h	s-h
97	s	618	h	s-h
97	s	396	h	s-h
94	s	375	h	s-h
94	s	398	h	s-h
94	s	436	h	s-h
94	s	377	h	s-h
94	s	406	h	s-h
5	s	522	h	s-h
5	s	429	h	s-h
5	s	507	h	s-h
5	s	551	h	s-h
5	s	619	h	s-h
5	s	542	h	s-h
5	s	445	h	s-h
41	s	375	h	s-h
41	s	368	h	s-h
41	s	478	h	s-h
41	s	507	h	s-h
24	s	620	h	s-h
27	s	478	h	s-h
27	s	480	h	s-h
27	s	390	h	s-h
98	s	504	h	s-h
98	s	429	h	s-h
98	s	519	h	s-h
98	s	599	h	s-h
98	s	437	h	s-h
98	s	408	h	s-h
8	s	385	h	s-h
8	s	421	h	s-h
17	s	392	h	s-h
17	s	579	h	s-h
17	s	376	h	s-h
17	s	549	h	s-h
17	s	621	h	s-h
17	s	497	h	s-h
17	s	608	h	s-h
45	s	372	h	s-h
45	s	377	h	s-h
45	s	406	h	s-h
10	s	427	h	s-h
10	s	377	h	s-h
359	s	372	h	s-h
7	s	375	h	s-h
7	s	549	h	s-h
7	s	609	h	s-h
67	s	562	h	s-h
67	s	392	h	s-h
67	s	622	h	s-h
67	s	461	h	s-h
67	s	549	h	s-h
67	s	428	h	s-h
67	s	519	h	s-h
67	s	623	h	s-h
67	s	426	h	s-h
89	s	562	h	s-h
89	s	392	h	s-h
89	s	622	h	s-h
89	s	461	h	s-h
89	s	549	h	s-h
89	s	472	h	s-h
89	s	428	h	s-h
89	s	519	h	s-h
89	s	623	h	s-h
89	s	426	h	s-h
99	s	562	h	s-h
99	s	392	h	s-h
99	s	476	h	s-h
99	s	622	h	s-h
99	s	461	h	s-h
99	s	376	h	s-h
99	s	549	h	s-h
99	s	472	h	s-h
99	s	428	h	s-h
99	s	519	h	s-h
99	s	623	h	s-h
99	s	426	h	s-h
1	s	562	h	s-h
1	s	392	h	s-h
1	s	622	h	s-h
1	s	461	h	s-h
1	s	376	h	s-h
1	s	549	h	s-h
1	s	472	h	s-h
1	s	428	h	s-h
1	s	519	h	s-h
1	s	623	h	s-h
27	s	392	h	s-h
27	s	476	h	s-h
27	s	375	h	s-h
27	s	401	h	s-h
27	s	503	h	s-h
27	s	520	h	s-h
27	s	387	h	s-h
27	s	443	h	s-h
27	s	564	h	s-h
63	s	392	h	s-h
63	s	476	h	s-h
63	s	375	h	s-h
63	s	478	h	s-h
63	s	401	h	s-h
63	s	503	h	s-h
63	s	520	h	s-h
63	s	387	h	s-h
63	s	443	h	s-h
63	s	564	h	s-h
14	s	478	h	s-h
14	s	503	h	s-h
14	s	520	h	s-h
69	s	392	h	s-h
69	s	476	h	s-h
69	s	375	h	s-h
69	s	478	h	s-h
69	s	401	h	s-h
69	s	503	h	s-h
69	s	520	h	s-h
69	s	387	h	s-h
69	s	443	h	s-h
69	s	564	h	s-h
20	s	392	h	s-h
20	s	476	h	s-h
20	s	503	h	s-h
20	s	520	h	s-h
20	s	387	h	s-h
20	s	443	h	s-h
20	s	564	h	s-h
33	s	368	h	s-h
33	s	376	h	s-h
33	s	427	h	s-h
33	s	472	h	s-h
33	s	398	h	s-h
33	s	420	h	s-h
33	s	409	h	s-h
33	s	438	h	s-h
33	s	594	h	s-h
33	s	624	h	s-h
93	s	511	h	s-h
93	s	376	h	s-h
93	s	466	h	s-h
7	s	545	h	s-h
7	s	428	h	s-h
7	s	497	h	s-h
7	s	444	h	s-h
7	s	377	h	s-h
7	s	426	h	s-h
67	s	545	h	s-h
67	s	497	h	s-h
67	s	444	h	s-h
89	s	545	h	s-h
89	s	497	h	s-h
89	s	444	h	s-h
89	s	377	h	s-h
0	s	549	h	s-h
0	s	545	h	s-h
0	s	497	h	s-h
0	s	444	h	s-h
0	s	426	h	s-h
30	s	545	h	s-h
30	s	497	h	s-h
30	s	444	h	s-h
30	s	377	h	s-h
30	s	426	h	s-h
100	s	476	h	s-h
100	s	414	h	s-h
100	s	375	h	s-h
100	s	478	h	s-h
100	s	376	h	s-h
100	s	451	h	s-h
100	s	470	h	s-h
100	s	401	h	s-h
100	s	571	h	s-h
100	s	419	h	s-h
100	s	387	h	s-h
100	s	443	h	s-h
100	s	438	h	s-h
100	s	378	h	s-h
100	s	392	h	s-h
100	s	375	h	s-h
100	s	384	h	s-h
100	s	450	h	s-h
100	s	449	h	s-h
100	s	440	h	s-h
100	s	401	h	s-h
100	s	387	h	s-h
100	s	445	h	s-h
14	s	427	h	s-h
14	s	399	h	s-h
14	s	400	h	s-h
14	s	614	h	s-h
14	s	513	h	s-h
14	s	418	h	s-h
14	s	625	h	s-h
14	s	482	h	s-h
14	s	626	h	s-h
14	s	402	h	s-h
14	s	490	h	s-h
14	s	410	h	s-h
16	s	400	h	s-h
16	s	614	h	s-h
16	s	513	h	s-h
16	s	625	h	s-h
16	s	482	h	s-h
16	s	626	h	s-h
16	s	402	h	s-h
16	s	490	h	s-h
16	s	446	h	s-h
0	s	614	h	s-h
0	s	448	h	s-h
0	s	513	h	s-h
0	s	418	h	s-h
0	s	625	h	s-h
0	s	626	h	s-h
0	s	402	h	s-h
8	s	411	h	s-h
8	s	460	h	s-h
8	s	563	h	s-h
8	s	387	h	s-h
8	s	370	h	s-h
8	s	462	h	s-h
8	s	431	h	s-h
3	s	375	h	s-h
3	s	460	h	s-h
3	s	507	h	s-h
3	s	462	h	s-h
35	s	545	h	s-h
35	s	497	h	s-h
35	s	520	h	s-h
101	s	392	h	s-h
101	s	468	h	s-h
101	s	509	h	s-h
101	s	627	h	s-h
101	s	375	h	s-h
101	s	384	h	s-h
101	s	376	h	s-h
101	s	428	h	s-h
101	s	423	h	s-h
101	s	587	h	s-h
27	s	521	h	s-h
27	s	516	h	s-h
27	s	628	h	s-h
27	s	474	h	s-h
27	s	629	h	s-h
16	s	521	h	s-h
16	s	516	h	s-h
16	s	628	h	s-h
16	s	474	h	s-h
16	s	629	h	s-h
76	s	484	h	s-h
76	s	485	h	s-h
76	s	450	h	s-h
76	s	490	h	s-h
14	s	484	h	s-h
14	s	468	h	s-h
14	s	630	h	s-h
84	s	455	h	s-h
6	s	549	h	s-h
24	s	490	h	s-h
24	s	408	h	s-h
15	s	490	h	s-h
15	s	408	h	s-h
14	s	631	h	s-h
14	s	616	h	s-h
14	s	632	h	s-h
14	s	491	h	s-h
14	s	633	h	s-h
0	s	631	h	s-h
0	s	616	h	s-h
0	s	632	h	s-h
0	s	633	h	s-h
37	s	634	h	s-h
37	s	401	h	s-h
37	s	493	h	s-h
37	s	635	h	s-h
37	s	406	h	s-h
24	s	484	h	s-h
24	s	569	h	s-h
24	s	531	h	s-h
24	s	491	h	s-h
5	s	636	h	s-h
5	s	529	h	s-h
5	s	531	h	s-h
5	s	472	h	s-h
5	s	637	h	s-h
3	s	463	h	s-h
3	s	440	h	s-h
3	s	404	h	s-h
3	s	398	h	s-h
3	s	563	h	s-h
3	s	436	h	s-h
3	s	409	h	s-h
3	s	405	h	s-h
103	s	412	h	s-h
103	s	375	h	s-h
103	s	384	h	s-h
103	s	478	h	s-h
103	s	638	h	s-h
103	s	639	h	s-h
104	s	412	h	s-h
104	s	375	h	s-h
104	s	384	h	s-h
104	s	478	h	s-h
104	s	638	h	s-h
104	s	639	h	s-h
5	s	412	h	s-h
5	s	638	h	s-h
5	s	639	h	s-h
54	s	441	h	s-h
54	s	443	h	s-h
54	s	447	h	s-h
54	s	406	h	s-h
359	s	441	h	s-h
359	s	443	h	s-h
47	s	468	h	s-h
47	s	450	h	s-h
47	s	401	h	s-h
47	s	571	h	s-h
47	s	419	h	s-h
47	s	421	h	s-h
47	s	378	h	s-h
51	s	479	h	s-h
51	s	576	h	s-h
51	s	441	h	s-h
51	s	480	h	s-h
51	s	640	h	s-h
51	s	438	h	s-h
5	s	579	h	s-h
5	s	449	h	s-h
5	s	398	h	s-h
5	s	409	h	s-h
85	s	525	h	s-h
85	s	400	h	s-h
85	s	513	h	s-h
85	s	443	h	s-h
85	s	420	h	s-h
41	s	460	h	s-h
41	s	462	h	s-h
0	s	493	h	s-h
0	s	436	h	s-h
14	s	477	h	s-h
14	s	576	h	s-h
14	s	481	h	s-h
69	s	477	h	s-h
69	s	479	h	s-h
69	s	576	h	s-h
69	s	435	h	s-h
69	s	481	h	s-h
69	s	438	h	s-h
69	s	377	h	s-h
5	s	576	h	s-h
5	s	481	h	s-h
47	s	439	h	s-h
47	s	441	h	s-h
47	s	442	h	s-h
47	s	387	h	s-h
47	s	454	h	s-h
47	s	377	h	s-h
0	s	641	h	s-h
94	s	401	h	s-h
94	s	445	h	s-h
3	s	401	h	s-h
3	s	445	h	s-h
3	s	431	h	s-h
49	s	375	h	s-h
49	s	398	h	s-h
49	s	445	h	s-h
4	s	398	h	s-h
4	s	445	h	s-h
4	s	431	h	s-h
7	s	507	h	s-h
105	s	476	h	s-h
105	s	549	h	s-h
105	s	444	h	s-h
60	s	444	h	s-h
7	s	461	h	s-h
7	s	419	h	s-h
67	s	642	h	s-h
67	s	384	h	s-h
67	s	551	h	s-h
67	s	547	h	s-h
67	s	390	h	s-h
67	s	637	h	s-h
67	s	431	h	s-h
67	s	447	h	s-h
23	s	562	h	s-h
23	s	642	h	s-h
23	s	376	h	s-h
23	s	551	h	s-h
23	s	547	h	s-h
23	s	390	h	s-h
23	s	637	h	s-h
23	s	447	h	s-h
16	s	562	h	s-h
16	s	392	h	s-h
16	s	642	h	s-h
16	s	384	h	s-h
16	s	551	h	s-h
16	s	547	h	s-h
16	s	390	h	s-h
16	s	637	h	s-h
16	s	431	h	s-h
16	s	377	h	s-h
16	s	447	h	s-h
13	s	392	h	s-h
13	s	642	h	s-h
13	s	384	h	s-h
13	s	461	h	s-h
13	s	376	h	s-h
13	s	449	h	s-h
13	s	398	h	s-h
13	s	547	h	s-h
13	s	390	h	s-h
13	s	637	h	s-h
13	s	377	h	s-h
98	s	375	h	s-h
98	s	401	h	s-h
98	s	445	h	s-h
67	s	388	h	s-h
89	s	384	h	s-h
89	s	387	h	s-h
89	s	388	h	s-h
89	s	447	h	s-h
106	s	392	h	s-h
106	s	476	h	s-h
106	s	375	h	s-h
106	s	384	h	s-h
106	s	428	h	s-h
106	s	387	h	s-h
106	s	388	h	s-h
106	s	447	h	s-h
26	s	392	h	s-h
26	s	476	h	s-h
26	s	375	h	s-h
26	s	384	h	s-h
26	s	428	h	s-h
26	s	387	h	s-h
26	s	388	h	s-h
26	s	447	h	s-h
103	s	579	h	s-h
103	s	476	h	s-h
103	s	468	h	s-h
103	s	507	h	s-h
103	s	643	h	s-h
103	s	443	h	s-h
103	s	583	h	s-h
103	s	644	h	s-h
103	s	471	h	s-h
103	s	438	h	s-h
103	s	378	h	s-h
107	s	579	h	s-h
107	s	476	h	s-h
107	s	468	h	s-h
107	s	375	h	s-h
107	s	507	h	s-h
107	s	643	h	s-h
107	s	638	h	s-h
107	s	443	h	s-h
107	s	583	h	s-h
107	s	644	h	s-h
107	s	471	h	s-h
107	s	639	h	s-h
107	s	438	h	s-h
107	s	378	h	s-h
29	s	579	h	s-h
29	s	476	h	s-h
29	s	468	h	s-h
29	s	375	h	s-h
29	s	507	h	s-h
29	s	643	h	s-h
29	s	638	h	s-h
29	s	443	h	s-h
29	s	583	h	s-h
29	s	644	h	s-h
29	s	471	h	s-h
29	s	639	h	s-h
29	s	438	h	s-h
29	s	378	h	s-h
108	s	468	h	s-h
108	s	645	h	s-h
108	s	450	h	s-h
108	s	646	h	s-h
108	s	544	h	s-h
108	s	647	h	s-h
108	s	382	h	s-h
108	s	435	h	s-h
108	s	393	h	s-h
108	s	648	h	s-h
108	s	618	h	s-h
108	s	395	h	s-h
108	s	553	h	s-h
108	s	587	h	s-h
108	s	443	h	s-h
108	s	437	h	s-h
108	s	471	h	s-h
108	s	438	h	s-h
108	s	447	h	s-h
26	s	468	h	s-h
26	s	645	h	s-h
26	s	450	h	s-h
26	s	646	h	s-h
26	s	544	h	s-h
26	s	647	h	s-h
26	s	382	h	s-h
26	s	435	h	s-h
26	s	393	h	s-h
26	s	648	h	s-h
26	s	618	h	s-h
26	s	395	h	s-h
26	s	553	h	s-h
26	s	587	h	s-h
26	s	437	h	s-h
26	s	471	h	s-h
26	s	438	h	s-h
83	s	427	h	s-h
83	s	434	h	s-h
83	s	385	h	s-h
83	s	398	h	s-h
83	s	409	h	s-h
83	s	431	h	s-h
83	s	405	h	s-h
109	s	513	h	s-h
109	s	408	h	s-h
23	s	484	h	s-h
23	s	433	h	s-h
23	s	531	h	s-h
0	s	392	h	s-h
0	s	484	h	s-h
0	s	433	h	s-h
0	s	531	h	s-h
5	s	368	h	s-h
5	s	471	h	s-h
39	s	478	h	s-h
35	s	649	h	s-h
57	s	649	h	s-h
110	s	562	h	s-h
110	s	468	h	s-h
110	s	375	h	s-h
110	s	461	h	s-h
110	s	401	h	s-h
110	s	377	h	s-h
50	s	440	h	s-h
50	s	398	h	s-h
50	s	445	h	s-h
50	s	446	h	s-h
50	s	608	h	s-h
50	s	426	h	s-h
6	s	406	h	s-h
30	s	460	h	s-h
30	s	614	h	s-h
30	s	445	h	s-h
30	s	462	h	s-h
30	s	397	h	s-h
30	s	406	h	s-h
26	s	650	h	s-h
26	s	651	h	s-h
26	s	520	h	s-h
26	s	607	h	s-h
26	s	652	h	s-h
55	s	460	h	s-h
55	s	450	h	s-h
55	s	478	h	s-h
55	s	445	h	s-h
55	s	462	h	s-h
65	s	375	h	s-h
65	s	460	h	s-h
65	s	450	h	s-h
65	s	478	h	s-h
65	s	387	h	s-h
65	s	445	h	s-h
65	s	462	h	s-h
65	s	378	h	s-h
81	s	460	h	s-h
81	s	450	h	s-h
81	s	478	h	s-h
81	s	387	h	s-h
81	s	445	h	s-h
81	s	462	h	s-h
77	s	460	h	s-h
77	s	450	h	s-h
77	s	478	h	s-h
77	s	427	h	s-h
77	s	387	h	s-h
77	s	462	h	s-h
77	s	378	h	s-h
13	s	460	h	s-h
13	s	450	h	s-h
13	s	478	h	s-h
13	s	445	h	s-h
13	s	462	h	s-h
13	s	378	h	s-h
4	s	460	h	s-h
4	s	450	h	s-h
4	s	478	h	s-h
4	s	387	h	s-h
4	s	462	h	s-h
20	s	460	h	s-h
20	s	450	h	s-h
20	s	427	h	s-h
20	s	449	h	s-h
20	s	445	h	s-h
20	s	462	h	s-h
51	s	360	h	s-h
51	s	379	h	s-h
51	s	484	h	s-h
51	s	455	h	s-h
51	s	485	h	s-h
51	s	381	h	s-h
51	s	410	h	s-h
14	s	424	h	s-h
16	s	428	h	s-h
16	s	393	h	s-h
5	s	414	h	s-h
5	s	440	h	s-h
5	s	393	h	s-h
5	s	385	h	s-h
5	s	447	h	s-h
61	s	476	h	s-h
61	s	384	h	s-h
61	s	478	h	s-h
61	s	568	h	s-h
61	s	479	h	s-h
61	s	516	h	s-h
61	s	387	h	s-h
61	s	443	h	s-h
61	s	445	h	s-h
61	s	593	h	s-h
61	s	495	h	s-h
37	s	476	h	s-h
37	s	384	h	s-h
37	s	478	h	s-h
37	s	568	h	s-h
37	s	479	h	s-h
37	s	516	h	s-h
37	s	443	h	s-h
37	s	445	h	s-h
37	s	593	h	s-h
37	s	495	h	s-h
10	s	568	h	s-h
10	s	516	h	s-h
10	s	593	h	s-h
10	s	495	h	s-h
20	s	568	h	s-h
20	s	479	h	s-h
20	s	516	h	s-h
20	s	593	h	s-h
20	s	495	h	s-h
80	s	371	h	s-h
51	s	603	h	s-h
51	s	535	h	s-h
110	s	529	h	s-h
110	s	560	h	s-h
110	s	531	h	s-h
110	s	653	h	s-h
6	s	404	h	s-h
45	s	392	h	s-h
45	s	468	h	s-h
45	s	480	h	s-h
45	s	473	h	s-h
45	s	454	h	s-h
45	s	438	h	s-h
45	s	475	h	s-h
47	s	392	h	s-h
47	s	480	h	s-h
47	s	473	h	s-h
47	s	438	h	s-h
47	s	475	h	s-h
81	s	392	h	s-h
81	s	468	h	s-h
81	s	480	h	s-h
81	s	473	h	s-h
81	s	454	h	s-h
81	s	475	h	s-h
67	s	468	h	s-h
67	s	473	h	s-h
67	s	475	h	s-h
51	s	546	h	s-h
17	s	540	h	s-h
110	s	360	h	s-h
110	s	463	h	s-h
110	s	368	h	s-h
110	s	385	h	s-h
110	s	398	h	s-h
110	s	498	h	s-h
110	s	405	h	s-h
110	s	594	h	s-h
110	s	375	h	s-h
110	s	417	h	s-h
110	s	401	h	s-h
110	s	571	h	s-h
110	s	534	h	s-h
110	s	467	h	s-h
110	s	408	h	s-h
111	s	379	h	s-h
111	s	368	h	s-h
111	s	420	h	s-h
111	s	490	h	s-h
1	s	372	h	s-h
1	s	375	h	s-h
1	s	449	h	s-h
1	s	480	h	s-h
1	s	387	h	s-h
1	s	431	h	s-h
54	s	460	h	s-h
54	s	478	h	s-h
54	s	462	h	s-h
98	s	460	h	s-h
98	s	450	h	s-h
98	s	478	h	s-h
98	s	449	h	s-h
98	s	428	h	s-h
98	s	462	h	s-h
98	s	378	h	s-h
10	s	460	h	s-h
10	s	450	h	s-h
10	s	428	h	s-h
10	s	462	h	s-h
10	s	378	h	s-h
48	s	440	h	s-h
48	s	404	h	s-h
48	s	654	h	s-h
48	s	377	h	s-h
0	s	655	h	s-h
0	s	405	h	s-h
65	s	521	h	s-h
65	s	398	h	s-h
65	s	436	h	s-h
67	s	521	h	s-h
67	s	436	h	s-h
73	s	427	h	s-h
73	s	401	h	s-h
58	s	493	h	s-h
58	s	438	h	s-h
24	s	656	h	s-h
24	s	566	h	s-h
24	s	517	h	s-h
24	s	443	h	s-h
24	s	657	h	s-h
43	s	392	h	s-h
43	s	414	h	s-h
43	s	428	h	s-h
43	s	421	h	s-h
43	s	555	h	s-h
